sci_name;common_name;ebird_code;class;order;in_v2;in_v3;label_af;label_ar;label_cs;label_da;label_de;label_en;label_en_uk;label_es;label_fi;label_fr;label_hu;label_it;label_ja;label_ko;label_nl;label_no;label_pl;label_pt;label_ro;label_ru;label_sk;label_sl;label_sv;label_th;label_tr;label_uk;label_zh
Lamprotornis nitens;Cape Starling;capgls1;Aves;Passeriformes;True;True;Kleinglansspreeu;Cape Starling;leskoptev savanová;Cape Starling;Rotschulter-Glanzstar;Cape Starling;Cape Starling;Estornino de El Cabo;Cape Starling;Choucador à épaulettes rouges;Cape Starling;Cape Starling;アカガタテリムク;Cape Starling;Roodschouderglansspreeuw;grønnglansstær;błyszczak lśniący;Cape Starling;Cape Starling;Капский спрео;liskavec akáciový;Cape Starling;Grönglansstare;Cape Starling;Kap Sığırcığı;Мерл капський;Cape Starling
Lamprotornis pulcher;Chestnut-bellied Starling;chbsta1;Aves;Passeriformes;False;True;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling;Chestnut-bellied Starling
Lamprotornis purpureus;Purple Starling;pugsta1;Aves;Passeriformes;False;True;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling;Purple Starling
Lamprotornis purpuroptera;Rüppell's Starling;ruegls1;Aves;Passeriformes;True;True;Rueppell's Starling;Rüppell's Starling;Rüppell's Starling;Rüppell's Starling;Schweifglanzstar;Rüppell's Starling;Rüppell's Starling;Estornino de Rüppell;Rüppell's Starling;Choucador de Rüppell;Rüppell's Starling;Rüppell's Starling;コオナガテリムク;Rüppell's Starling;Blauwe Langstaartglansspreeuw;fiolettglansstær;błyszczak purpurowosterny;Rüppell's Starling;Rüppell's Starling;Пурпурнокрылый спрео;liskavec fialový;Rüppell's Starling;Rüppellglansstare;Rüppell's Starling;Rüppell Sığırcığı;Мерл бронзовоголовий;Rüppell's Starling
Lamprotornis regius;Golden-breasted Starling;gobsta5;Aves;Passeriformes;False;True;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling;Golden-breasted Starling
Lamprotornis shelleyi;Shelley's Starling;shesta1;Aves;Passeriformes;False;True;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling;Shelley's Starling
Lamprotornis splendidus;Splendid Starling;spgsta1;Aves;Passeriformes;True;True;Splendid Starling;Splendid Starling;Splendid Starling;Splendid Starling;Prachtglanzstar;Splendid Starling;Splendid Starling;Estornino Espléndido;Splendid Starling;Choucador splendide;Splendid Starling;Splendid Starling;セイキテリムク;Splendid Starling;Prachtglansspreeuw;edelglansstær;błyszczak wspaniały;Splendid Starling;Splendid Starling;Великолепный спрео;liskavec nádherný;Splendid Starling;Praktglansstare;Splendid Starling;Mücevher Sığırcığı;Мерл темнощокий;Splendid Starling
Lamprotornis superbus;Superb Starling;supsta1;Aves;Passeriformes;True;True;Superb Starling;Superb Starling;leskoptev nádherná;Superb Starling;Dreifarben-Glanzstar;Superb Starling;Superb Starling;Estornino Soberbio;Superb Starling;Choucador superbe;Superb Starling;Superb Starling;ツキノワテリムク;Superb Starling;Driekleurige Glansspreeuw;praktstær;błyszczak rudobrzuchy;Superb Starling;Superb Starling;Трёхцветный спрео;liskavec pestrý;Superb Starling;Brunbukig glansstare;Superb Starling;Muhteşem Sığırcık;Мерл багатобарвний;栗頭麗椋鳥
Lamprotornis unicolor;Ashy Starling;ashsta2;Aves;Passeriformes;True;True;Ashy Starling;Ashy Starling;leskoptev popelavá;Ashy Starling;Grauglanzstar;Ashy Starling;Ashy Starling;Estornino Cenizo;Ashy Starling;Choucador cendré;Ashy Starling;Ashy Starling;ハイイロオナガテリムク;Ashy Starling;Grijze Glansspreeuw;askestær;błyszczak jednobarwny;Ashy Starling;Ashy Starling;Шиферный спрео;liskavec popolavý;Ashy Starling;Grå glansstare;Ashy Starling;Kül Rengi Sığırcık;Мерл попелястий;Ashy Starling
Laniarius aethiopicus;Ethiopian Boubou;trobou2;Aves;Passeriformes;True;True;Ethiopian Boubou;Ethiopian Boubou;Ethiopian Boubou;Ethiopian Boubou;Äthiopienwürger;Ethiopian Boubou;Ethiopian Boubou;Bubú Abisinio;Ethiopian Boubou;Gonolek d'Abyssinie;Ethiopian Boubou;Ethiopian Boubou;エチオピアヤブモズ;Ethiopian Boubou;Ethiopische Fiskaal;etiopiabobo;dzierzyk zaroślowy;Ethiopian Boubou;Ethiopian Boubou;Эфиопский бубу;mäsiarik tropický;Ethiopian Boubou;Etiopisk busktörnskata;Ethiopian Boubou;Habeş Bubusu;Гонолек чагарниковий;Ethiopian Boubou
Laniarius amboimensis;Gabela Bushshrike;gabbus1;Aves;Passeriformes;False;True;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike;Gabela Bushshrike
Laniarius atrococcineus;Crimson-breasted Shrike;crbgon1;Aves;Passeriformes;True;True;Rooiborslaksman;Crimson-breasted Gonolek;Crimson-breasted Gonolek;Crimson-breasted Gonolek;Rotbauchwürger;Crimson-breasted Gonolek;Crimson-breasted Gonolek;Bubú Pechirrojo;Crimson-breasted Gonolek;Gonolek rouge et noir;Crimson-breasted Gonolek;Crimson-breasted Gonolek;ハジロアカハラヤブモズ;Crimson-breasted Gonolek;Burchells Fiskaal;karmingonolek;dzierzyk purpurowy;Crimson-breasted Gonolek;Crimson-breasted Gonolek;Белокрылый гонолек;mäsiarik pestrý;Crimson-breasted Gonolek;Rödbröstad busktörnskata;Crimson-breasted Gonolek;Ala-Kırmızı Bubu;Гонолек червоноволий;Crimson-breasted Gonolek
Laniarius atroflavus;Yellow-breasted Boubou;yebbou1;Aves;Passeriformes;True;True;Yellow-breasted Boubou;Yellow-breasted Boubou;Yellow-breasted Boubou;Yellow-breasted Boubou;Gelbbauchwürger;Yellow-breasted Boubou;Yellow-breasted Boubou;Bubú Pechigualdo;Yellow-breasted Boubou;Gonolek à ventre jaune;Yellow-breasted Boubou;Yellow-breasted Boubou;キバラセグロヤブモズ;Yellow-breasted Boubou;Zwart-gele Fiskaal;gulbrystbuskvarsler;dzierzyk żółtobrzuchy;Yellow-breasted Boubou;Yellow-breasted Boubou;Желтобрюхий гонолек;mäsiarik žltobruchý;Yellow-breasted Boubou;Gulbröstad busktörnskata;Yellow-breasted Boubou;Sarı Göğüslü Bubu;Гонолек жовтогрудий;Yellow-breasted Boubou
Laniarius barbarus;Yellow-crowned Gonolek;comgon1;Aves;Passeriformes;True;True;Yellow-crowned Gonolek;Yellow-crowned Gonolek;Yellow-crowned Gonolek;Yellow-crowned Gonolek;Goldscheitelwürger;Yellow-crowned Gonolek;Yellow-crowned Gonolek;Bubú Coronigualdo;Yellow-crowned Gonolek;Gonolek de Barbarie;Yellow-crowned Gonolek;Yellow-crowned Gonolek;アカハラヤブモズ;Yellow-crowned Gonolek;Goudkapfiskaal;gulkronegonolek;dzierzyk szkarłatny;Yellow-crowned Gonolek;Yellow-crowned Gonolek;Желтошапочный гонолек;mäsiarik zlatohlavý;Yellow-crowned Gonolek;Gulkronad busktörnskata;Yellow-crowned Gonolek;Sarı Başlı Kırmızı Bubu;Гонолек червоний;Yellow-crowned Gonolek
Laniarius bicolor;Swamp Boubou;gabbou1;Aves;Passeriformes;True;True;Moeraswaterfiskaal;Gabon Boubou;Gabon Boubou;Gabon Boubou;Sumpfwürger;Gabon Boubou;Gabon Boubou;Bubú Bicolor;Gabon Boubou;Gonolek à ventre blanc;Gabon Boubou;Gabon Boubou;フタイロヤブモズ;Gabon Boubou;Moerasfiskaal;sumpbobo;dzierzyk dwubarwny;Gabon Boubou;Gabon Boubou;Двухцветный бубу;mäsiarik bahenný;Gabon Boubou;Träskbusktörnskata;Gabon Boubou;Bataklık Bubusu;Гонолек двобарвний;Gabon Boubou
Laniarius brauni;Braun's Bushshrike;brabus1;Aves;Passeriformes;False;True;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike;Braun's Bushshrike
Laniarius erythrogaster;Black-headed Gonolek;blhgon1;Aves;Passeriformes;True;True;Black-headed Gonolek;Black-headed Gonolek;Black-headed Gonolek;Black-headed Gonolek;Scharlachwürger;Black-headed Gonolek;Black-headed Gonolek;Bubú Cabecinegro;Black-headed Gonolek;Gonolek à ventre rouge;Black-headed Gonolek;Black-headed Gonolek;アカクロヤブモズ;Black-headed Gonolek;Zwartkopfiskaal;svarthodegonolek;dzierzyk czarnogłowy;Black-headed Gonolek;Black-headed Gonolek;Черноголовый гонолек;mäsiarik červenobruchý;Black-headed Gonolek;Scharlakansbusktörnskata;Black-headed Gonolek;Kara Başlı Kırmızı Bubu;Гонолек жовтоокий;Black-headed Gonolek
Laniarius ferrugineus;Southern Boubou;soubou1;Aves;Passeriformes;True;True;Suidelike Waterfiskaal;Southern Boubou;Southern Boubou;Southern Boubou;Flötenwürger;Southern Boubou;Southern Boubou;Bubú Ferrugíneo;Southern Boubou;Gonolek boubou;Southern Boubou;Southern Boubou;セグロヤブモズ;Southern Boubou;Waterfiskaal;rustbobo;dzierzyk rdzawobrzuchy;Southern Boubou;Southern Boubou;Бубу-флейтист;mäsiarik flautový;Southern Boubou;Rostbukig busktörnskata;Southern Boubou;Kızılca Karınlı Bubu;Гонолек південний;Southern Boubou
Laniarius fuelleborni;Fülleborn's Boubou;fuebou1;Aves;Passeriformes;True;True;Fülleborn's Boubou;Fülleborn's Boubou;Fülleborn's Boubou;Fülleborn's Boubou;Füllebornwürger;Fülleborn's Boubou;Fülleborn's Boubou;Bubú de Fülleborn;Fülleborn's Boubou;Gonolek de Fülleborn;Fülleborn's Boubou;Fülleborn's Boubou;クロナキヤブモズ;Fülleborn's Boubou;Fülleborns Fiskaal;svartbuskvarsler;dzierzyk czarny;Fülleborn's Boubou;Fülleborn's Boubou;Чёрный бубу;mäsiarik tmavý;Fülleborn's Boubou;Fülleborns busktörnskata;Fülleborn's Boubou;Fülleborn Bubusu;Гонолек східний;Fülleborn's Boubou
Laniarius funebris;Slate-colored Boubou;slcbou1;Aves;Passeriformes;True;True;Slate-colored Boubou;Slate-colored Boubou;Slate-colored Boubou;Slate-colored Boubou;Schieferwürger;Slate-colored Boubou;Slate-coloured Boubou;Bubú Fúnebre;Slate-colored Boubou;Gonolek ardoisé;Slate-colored Boubou;Slate-colored Boubou;スレートナキヤブモズ;Slate-colored Boubou;Leikleurige Fiskaal;skiferbuskvarsler;dzierzyk stalowy;Slate-colored Boubou;Slate-colored Boubou;Траурный бубу;mäsiarik smútočný;Slate-colored Boubou;Skifferbusktörnskata;Slate-colored Boubou;Kül Rengi Bubu;Гонолек ефіопський;Slate-colored Boubou
Laniarius holomelas;Albertine Sooty Boubou;mosbou4;Aves;Passeriformes;False;True;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou;Albertine Sooty Boubou
Laniarius leucorhynchus;Lowland Sooty Boubou;soobou1;Aves;Passeriformes;False;True;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou;Lowland Sooty Boubou
Laniarius luehderi;Lühder's Bushshrike;luebus1;Aves;Passeriformes;True;True;Lühder's Bushshrike;Lühder's Bushshrike;Lühder's Bushshrike;Lühder's Bushshrike;Braunscheitelwürger;Lühder's Bushshrike;Lühder's Bushshrike;Bubú de Lühder;Lühder's Bushshrike;Gonolek de Lühder;Lühder's Bushshrike;Lühder's Bushshrike;シロスジヤブモズ;Lühder's Bushshrike;Lühders Fiskaal;brunkronebuskvarsler;dzierzyk maskowy;Lühder's Bushshrike;Lühder's Bushshrike;Рыжегрудый бубу;mäsiarik škraboškový;Lühder's Bushshrike;Brunkronad busktörnskata;Lühder's Bushshrike;Lühder Bubusu;Гонолек масковий;Lühder's Bushshrike
Laniarius major;Tropical Boubou;trobou1;Aves;Passeriformes;True;True;Tropiese Waterfiskaal;Tropical Boubou;Tropical Boubou;Tropical Boubou;Tropenwürger;Tropical Boubou;Tropical Boubou;Bubú Tropical;Tropical Boubou;Grand Gonolek;Tropical Boubou;Tropical Boubou;スズゴエヤブモズ;Tropical Boubou;Tropische Fiskaal;tropebobo;dzierzyk równikowy;Tropical Boubou;Tropical Boubou;Пегий бубу;mäsiarik bublavý;Tropical Boubou;Tropikbusktörnskata;Tropical Boubou;Tropikal Bubu;Гонолек тропічний;Tropical Boubou
Laniarius mufumbiri;Papyrus Gonolek;papgon1;Aves;Passeriformes;True;True;Papyrus Gonolek;Papyrus Gonolek;Papyrus Gonolek;Papyrus Gonolek;Papyruswürger;Papyrus Gonolek;Papyrus Gonolek;Bubú de Los Papiros;Papyrus Gonolek;Gonolek des papyrus;Papyrus Gonolek;Papyrus Gonolek;アカハラセグロヤブモズ;Papyrus Gonolek;Papyrusfiskaal;papyrusgonolek;dzierzyk papirusowy;Papyrus Gonolek;Papyrus Gonolek;Папирусовый гонолек;mäsiarik šachorový;Papyrus Gonolek;Papyrusbusktörnskata;Papyrus Gonolek;Papirüs Bubusu;Гонолек жовтоголовий;Papyrus Gonolek
Laniarius poensis;Mountain Sooty Boubou;mosbou1;Aves;Passeriformes;True;True;Western Boubou;Western Boubou;Western Boubou;Western Boubou;Rabenwürger;Western Boubou;Western Boubou;Bubú Montano Occidental;Western Boubou;Gonolek de montagne;Western Boubou;Western Boubou;フェルナンドポーナキヤブモズ;Western Boubou;Western Boubou;bergbuskvarsler;dzierzyk jednobarwny;Western Boubou;Western Boubou;Горный бубу;mäsiarik horský;Western Boubou;Kamerunbusktörnskata;Western Boubou;Batılı Dağ Bubusu;Гонолек гірський;Western Boubou
Laniarius ruficeps;Red-naped Bushshrike;renbus1;Aves;Passeriformes;False;True;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike;Red-naped Bushshrike
Laniarius sublacteus;East Coast Boubou;zanbou1;Aves;Passeriformes;True;True;Zanzibar Boubou;Zanzibar Boubou;Zanzibar Boubou;Zanzibar Boubou;Keniawürger;Zanzibar Boubou;Zanzibar Boubou;Bubú de Cassin;Zanzibar Boubou;Gonolek de Cassin;Zanzibar Boubou;Zanzibar Boubou;ザンジバルヤブモズ;Zanzibar Boubou;Cassins Fiskaal;zanzibarbobo;dzierzyk aksamitny;Zanzibar Boubou;Zanzibar Boubou;Занзибарский бубу;mäsiarik dvojtvarý;Zanzibar Boubou;Kenyabusktörnskata;Zanzibar Boubou;Cassin Bubusu;Гонолек кенійський;Zanzibar Boubou
